"marital","retire","gender","tollfree","equip","callcard","wireless","multiline","voice","pager","internet","callid","callwait","forward","confer","ebill","custcat","region","tenure","age","address","income","employ","reside","longmon","tollmon","equipmon","cardmon","wiremon","longten","tollten","equipten","cardten","wireten","loglong","lninc","edNS","edN","edS","edSN","edSS","edNN"
8,4,5,"N","Yes","yyyy","N","yes","Nooo","nn","Nooo","N",22,33,44,88,8,33,67,50,31,83,12,2,29.45,0,22.65,19,0,1921.55,0,1515.4,1240,0,3.3826939101,4.4188406078,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"N","Yes","yyyy","N","yes","Nooo","nn","Yesss","N",22,33,44,3,8,11,38,40,15,34,11,1,4.25,0,19.8,7,0,157.6,0,779.65,275,0,1.4469189829,3.5263605246,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"Y","Yes","yyyy","Y","no","Yesss","nn","Yesss","y",66,77,99,88,16,22,18,38,8,45,2,4,2.7,31.5,36.25,15,23.4,45.6,609.2,654.75,270,422.5,0.993251773,3.8066624898,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"Y","No","yyyy","Y","no","Yesss","yy","Nooo","y",66,77,99,3,16,22,6,42,17,29,2,2,4.3,25.75,0,29,31.9,13.4,159.15,0,165,162,1.4586150227,3.36729583,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,99,3,4,22,4,36,0,21,1,3,3.3,0,0,0,0,22.1,0,0,0,0,1.1939224685,3.0445224377,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"Y","Yes","nnnn","N","yes","Yesss","yy","Yesss","y",22,77,99,3,16,11,13,23,3,30,0,4,5.15,24.25,28.85,0,0,53.5,294.55,294.35,0,0,1.6389967147,3.4011973817,303,303,"SomeCollege","SC","SC",303
3,4,5,"N","Yes","nnnn","Y","yes","Yesss","yy","Yesss","N",66,77,44,88,16,11,20,35,0,78,7,1,5.5,0,46.1,0,35.25,97.15,0,825.45,0,701.05,1.7047480922,4.3567088267,404,404,"CollegeDegree","CD","CD",404
8,4,10,"Y","No","nnnn","N","no","Nooo","nn","Nooo","y",66,77,99,3,12,11,34,49,27,61,15,2,12.65,34.25,0,0,0,414.9,1119.35,0,0,0,2.5376572152,4.1108738642,303,303,"SomeCollege","SC","SC",303
8,4,5,"Y","No","yyyy","Y","no","Yesss","yy","Yesss","y",66,77,99,3,16,11,46,29,4,90,3,4,16.85,40.5,0,34.5,39.8,736.45,1817.75,0,1480,1783.15,2.8243506568,4.4998096703,505,505,"PostUndergraduateDegree","PUD","PUD",505
3,4,5,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",22,33,44,3,8,11,48,41,21,43,7,1,19.5,0,0,11.75,0,887.7,0,0,530,0,2.9704144656,3.7612001157,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,5,"Y","Yes","yyyy","Y","yes","Yesss","nn","Nooo","y",66,77,99,3,12,33,69,61,12,301,37,2,26.05,36.75,41.85,16.25,38.45,1738.15,2589.3,2768.85,1110,2590.2,3.2600177682,5.7071102647,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,5,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,99,3,4,11,32,34,7,32,15,4,9.25,0,0,0,0,285.75,0,0,0,0,2.2246235515,3.4657359028,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,5,"Y","Yes","nnnn","N","yes","Nooo","nn","Nooo","N",22,77,99,88,8,11,29,29,9,41,9,2,4.75,23,37.45,0,0,112,626.6,1010.1,0,0,1.558144618,3.7135720667,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"N","No","yyyy","N","yes","Yesss","nn","Nooo","N",22,33,44,88,8,33,55,52,22,127,28,3,7.05,0,0,20.25,0,400.55,0,0,1150,0,1.9530276168,4.8441870865,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,10,"N","No","yyyy","N","yes","Nooo","nn","Nooo","y",66,77,99,3,12,33,72,60,36,271,43,2,21.7,0,0,52.25,0,1580.4,0,0,3665,0,3.0773122605,5.6021188209,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,10,"N","No","yyyy","N","no","Yesss","nn","Nooo","N",22,33,99,3,4,33,29,26,1,32,2,1,3.4,0,0,15.75,0,111.5,0,0,440,0,1.2237754316,3.4657359028,303,303,"SomeCollege","SC","SC",303
8,4,10,"N","Yes","yyyy","Y","yes","Yesss","yy","Nooo","y",66,77,99,88,16,22,50,25,1,36,2,5,13.05,0,40.6,10.25,40.85,682.2,0,1928.2,545,1964.2,2.5687881338,3.5835189385,404,404,"CollegeDegree","CD","CD",404
8,4,5,"N","Yes","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,88,4,33,35,50,11,293,21,2,12.25,0,23.9,0,0,416.4,0,793.4,0,0,2.505525937,5.680172609,303,303,"SomeCollege","SC","SC",303
3,4,5,"N","Yes","nnnn","N","no","Nooo","nn","Yesss","N",22,33,44,88,4,33,11,63,9,41,3,1,4.15,0,29.9,0,0,46.35,0,299.65,0,0,1.4231083342,3.7135720667,303,303,"SomeCollege","SC","SC",303
3,4,10,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,88,4,11,9,29,9,39,5,1,4.2,0,0,0,0,22,0,0,0,0,1.4350845253,3.6635616461,303,303,"SomeCollege","SC","SC",303
3,4,5,"Y","No","yyyy","N","no","Nooo","nn","Nooo","y",22,77,99,3,12,22,51,48,27,58,18,1,19.2,25.75,0,9.25,0,964.85,1320.05,0,390,0,2.954910279,4.0604430105,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,10,"N","No","nnnn","N","yes","Nooo","nn","Yesss","y",22,33,44,3,8,11,33,34,2,28,3,3,13.4,0,0,0,0,438.9,0,0,0,0,2.595254707,3.3322045102,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,5,"Y","No","yyyy","N","no","Nooo","nn","Nooo","y",66,77,99,3,12,11,25,20,0,15,0,2,10.7,23,0,18.75,0,296.75,572.25,0,405,0,2.3702437415,2.7080502011,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"N","No","yyyy","N","no","Nooo","nn","Nooo","N",66,33,99,3,12,33,31,34,9,105,7,4,6.45,0,0,5.75,0,182.35,0,0,170,0,1.8640801308,4.6539603502,404,404,"CollegeDegree","CD","CD",404
8,4,10,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,88,16,22,67,40,10,80,8,2,33.05,21.75,53.55,18.75,48.05,2225.15,1391.6,3532.1,1215,3185.35,3.4980215663,4.3820266347,404,404,"CollegeDegree","CD","CD",404
3,4,5,"Y","No","yyyy","N","yes","Yesss","nn","Nooo","y",66,77,99,3,12,33,55,45,8,36,9,3,25.65,41.75,0,11.75,0,1423,2294.75,0,630,0,3.2445435716,3.5835189385,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"N","Yes","yyyy","Y","yes","Yesss","yy","Nooo","y",66,33,99,88,16,33,19,50,7,112,3,1,7.15,0,44.8,14.25,46.55,160.2,0,817.25,265,893.75,1.9671123567,4.7184988713,404,404,"CollegeDegree","CD","CD",404
8,4,10,"Y","Yes","yyyy","Y","no","Yesss","yy","Yesss","y",66,77,99,3,16,11,39,34,11,55,10,4,18.45,33.75,56.95,35.5,47.85,742.5,1307.8,2171.65,1385,1867.5,2.9150643705,4.0073331852,404,404,"CollegeDegree","CD","CD",404
8,4,5,"Y","Yes","yyyy","Y","yes","Yesss","nn","Nooo","y",66,77,99,3,12,22,52,35,8,40,1,2,10.75,33.5,35.3,11,44.6,546.65,1772.35,1726.45,615,2407.15,2.3749057546,3.6888794541,404,404,"CollegeDegree","CD","CD",404
8,4,10,"Y","No","yyyy","N","yes","Nooo","nn","Nooo","y",66,77,99,3,12,33,55,37,15,23,0,5,12.95,32.5,0,26.25,0,716.25,1783.55,0,1355,0,2.5610957881,3.1354942159,202,202,"HighSchoolDegree","HSD","HSD",202
3,9,10,"Y","Yes","yyyy","Y","yes","Yesss","yy","Nooo","y",66,77,99,88,16,22,25,62,27,28,33,1,8.3,14.75,52,18,47,160.4,359.25,1183.65,430,1117.55,2.1162555148,3.3322045102,404,404,"CollegeDegree","CD","CD",404
3,9,10,"N","No","yyyy","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,33,33,58,12,21,23,1,8.8,0,0,20.75,0,264.05,0,0,690,0,2.1747517215,3.0445224377,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,5,"N","No","yyyy","N","yes","Nooo","yy","Nooo","y",66,77,99,3,12,22,48,35,5,63,12,2,13.4,0,0,27.5,0,560.55,0,0,1315,0,2.595254707,4.1431347264,404,404,"CollegeDegree","CD","CD",404
8,4,5,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,88,16,22,48,31,12,52,3,3,8.15,26.5,50.95,31.75,55.55,364.8,1323.5,2289.7,1410,2725.3,2.0980179273,3.9512437186,404,404,"CollegeDegree","CD","CD",404
3,4,10,"N","No","yyyy","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,22,49,57,3,189,31,3,11,0,0,8.75,0,476.15,0,0,405,0,2.3978952728,5.2417470151,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,5,"Y","Yes","yyyy","N","no","Nooo","nn","Nooo","y",66,77,99,3,12,33,54,32,0,50,15,3,18.15,46.25,49.2,21.25,0,958.7,2530.9,2610.6,1105,0,2.8986705607,3.9120230054,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,5,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,11,45,32,9,23,15,4,9.85,0,0,0,0,469.1,0,0,0,0,2.2874714552,3.1354942159,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,10,"N","Yes","nnnn","N","no","Nooo","nn","Yesss","N",22,33,44,88,4,33,4,37,1,33,15,5,2.45,0,21.9,0,0,19.25,0,65.1,0,0,0.8960880246,3.4965075615,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"N","Yes","nnnn","N","yes","Yesss","nn","Yesss","N",22,33,44,88,8,33,49,27,3,29,6,3,10.4,0,44,0,0,476.45,0,2096.75,0,0,2.3418058061,3.36729583,303,303,"SomeCollege","SC","SC",303
3,4,5,"N","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,88,16,22,23,35,2,96,4,1,6.4,0,37.6,22.75,46.2,160.3,0,788.4,450,979.25,1.8562979904,4.5643481915,303,303,"SomeCollege","SC","SC",303
3,4,5,"Y","Yes","nnnn","N","yes","Nooo","nn","Yesss","N",22,33,44,88,8,22,31,44,23,80,15,1,14.05,9.25,30.35,0,0,465.2,306.05,916.5,0,0,2.6426223958,4.3820266347,505,505,"PostUndergraduateDegree","PUD","PUD",505
8,4,5,"Y","No","yyyy","N","no","Nooo","nn","Nooo","y",66,77,99,3,12,22,55,44,2,68,15,5,6.6,43.5,0,29.5,0,350.85,2423.3,0,1685,0,1.887069649,4.2195077052,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,11,9,28,7,30,4,6,4.2,0,0,0,0,47.45,0,0,0,0,1.4350845253,3.4011973817,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,5,"N","No","yyyy","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,22,55,57,25,34,12,3,14.6,0,0,29.5,0,785.4,0,0,1600,0,2.6810215287,3.5263605246,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"Y","No","yyyy","N","no","Yesss","nn","Nooo","y",66,77,99,88,12,11,34,30,3,35,2,3,9.05,21.5,0,8,0,333,695.95,0,275,0,2.2027647577,3.5553480615,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,5,"Y","No","yyyy","N","no","Nooo","nn","Nooo","y",66,77,99,3,12,11,10,23,4,36,1,3,8.55,14.75,0,22,0,86.05,142.05,0,200,0,2.1459312829,3.5835189385,202,202,"HighSchoolDegree","HSD","HSD",202
3,9,10,"N","No","yyyy","N","yes","Nooo","nn","Nooo","y",22,33,44,88,8,22,62,76,20,35,18,1,17.25,0,0,17.75,0,1045.7,0,0,1085,0,2.8478121435,3.5553480615,303,303,"SomeCollege","SC","SC",303
3,4,5,"Y","No","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,3,16,22,51,36,13,62,9,2,5.65,36.25,0,19.75,40.4,305.75,1872.75,0,995,2005.45,1.7316555452,4.127134385,303,303,"SomeCollege","SC","SC",303
3,4,5,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",22,33,44,3,8,11,65,48,28,94,25,1,10.4,0,0,22.5,0,664.65,0,0,1470,0,2.3418058061,4.5432947823,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,5,"Y","No","yyyy","Y","no","Yesss","yy","Nooo","y",66,77,99,3,16,33,53,33,1,60,6,2,17.65,28.5,0,41,28.55,950.7,1502.2,0,2170,1524.6,2.8707357834,4.0943445622,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,5,"N","Yes","nnnn","N","no","Yesss","nn","Yesss","N",22,33,44,88,4,11,23,35,4,118,11,1,7.9,0,30.15,0,0,196.95,0,672.4,0,0,2.0668627595,4.7706846245,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,5,"Y","Yes","yyyy","N","no","Nooo","nn","Yesss","y",22,33,44,88,4,33,1,30,3,135,3,3,1.1,5.75,22.8,2.75,0,1.1,5.75,22.8,2.75,0,0.0953101798,4.9052747784,404,404,"CollegeDegree","CD","CD",404
3,4,10,"Y","No","yyyy","N","yes","Nooo","nn","Nooo","y",66,77,99,3,12,33,66,55,20,80,24,1,14,30.75,0,14.75,0,938.35,2128.2,0,965,0,2.6390573296,4.3820266347,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"N","Yes","nnnn","N","yes","Nooo","nn","Yesss","N",22,33,44,88,8,33,8,27,0,21,3,2,3.65,0,36.45,0,0,38.05,0,235.75,0,0,1.2947271676,3.0445224377,303,303,"SomeCollege","SC","SC",303
8,4,10,"N","No","yyyy","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,33,18,28,3,22,2,5,3.15,173,0,9.5,0,55.55,0,0,175,0,1.1474024528,3.0910424534,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,5,"N","Yes","yyyy","N","yes","Nooo","nn","Yesss","N",22,33,99,3,8,33,36,32,3,63,7,4,6.2,0,29.55,12.75,0,229.5,0,991.35,415,0,1.8245492921,4.1431347264,404,404,"CollegeDegree","CD","CD",404
3,4,10,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,11,13,40,16,142,18,1,8.45,0,0,0,0,109.85,0,0,0,0,2.1341664414,4.9558270576,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"Y","Yes","yyyy","N","no","Yesss","nn","Yesss","y",22,77,99,3,12,33,4,44,15,32,0,1,2.1,13.75,25.95,8.75,0,6.9,44.95,82.25,25,0,0.7419373447,3.4657359028,303,303,"SomeCollege","SC","SC",303
3,4,5,"N","Yes","nnnn","N","yes","Nooo","nn","Yesss","N",22,33,44,88,8,33,20,32,10,19,5,1,6.85,0,36.05,0,0,106.5,0,701.5,0,0,1.9242486523,2.9444389792,303,303,"SomeCollege","SC","SC",303
8,4,5,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,88,16,11,66,39,12,60,10,3,20.15,39.25,46.3,17.25,36.4,1443.75,2490.65,2895.25,1055,2322.2,3.0032042884,4.0943445622,404,404,"CollegeDegree","CD","CD",404
8,4,5,"N","No","yyyy","N","no","Nooo","nn","Nooo","y",66,77,99,3,12,33,67,47,7,97,23,4,22.4,0,0,18.5,0,1464.9,0,0,1225,0,3.1090609589,4.5747109785,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,10,"Y","Yes","yyyy","Y","no","Yesss","yy","Yesss","y",66,77,44,88,16,11,11,24,0,31,3,4,5.4,16,39.2,13.75,33.55,83.15,189.45,422.8,140,331.65,1.6863989536,3.4339872045,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"N","Yes","nnnn","N","no","Nooo","nn","Yesss","N",22,33,44,3,4,11,6,26,7,30,1,2,6.35,0,19.75,0,0,30.8,0,109.25,0,0,1.8484548129,3.4011973817,303,303,"SomeCollege","SC","SC",303
8,4,10,"N","Yes","nnnn","Y","no","Yesss","yy","Yesss","N",22,33,44,88,4,22,13,23,4,31,5,4,4.6,0,35.45,0,27.7,54.85,0,398.95,0,339.75,1.5260563035,3.4339872045,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,10,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,88,16,22,2,29,3,44,9,6,2.1,16.25,43.2,12.25,33.6,5.1,31.3,47.05,5,24.2,0.7419373447,3.7841896339,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,5,"N","No","yyyy","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,11,4,40,12,38,5,1,8.15,0,0,12,0,32.25,0,0,25,0,2.0980179273,3.6375861597,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,88,16,11,34,63,10,23,0,2,14.3,19.5,39.6,15.25,28.95,459.05,616.5,1396.3,495,984.1,2.6602595373,3.1354942159,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,5,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",66,33,99,3,12,11,13,34,6,37,6,4,6.85,0,0,0,0,102.5,0,0,0,0,1.9242486523,3.6109179126,303,303,"SomeCollege","SC","SC",303
8,4,5,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",22,33,44,88,8,22,37,40,14,26,0,5,18.9,0,0,12,0,653.15,0,0,470,0,2.9391619221,3.258096538,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,5,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",66,77,99,3,12,11,45,30,8,38,5,6,12.75,0,0,23.75,0,622.15,0,0,1015,0,2.5455312716,3.6375861597,202,202,"HighSchoolDegree","HSD","HSD",202
3,9,10,"Y","No","yyyy","Y","yes","Nooo","nn","Nooo","y",66,77,99,3,12,22,71,70,30,153,34,1,30.55,46.25,0,26.25,46.7,2291.1,3114.95,0,1805,3292.65,3.4193646856,5.0304379214,303,303,"SomeCollege","SC","SC",303
3,4,10,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,11,35,40,5,49,20,1,3.4,0,0,0,0,107.85,0,0,0,0,1.2237754316,3.8918202981,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,5,"N","Yes","yyyy","N","no","Nooo","nn","Yesss","N",22,33,44,88,4,33,44,41,21,51,7,1,4.95,0,31.55,10.75,0,203.65,0,1301.85,460,0,1.5993875766,3.9318256327,303,303,"SomeCollege","SC","SC",303
8,4,5,"Y","No","yyyy","N","yes","Nooo","nn","Nooo","y",66,77,99,3,12,33,44,45,19,88,21,2,11.9,25.25,0,8.25,0,524.25,1108.4,0,305,0,2.4765384001,4.4773368145,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,10,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,11,26,41,20,19,0,6,5.45,0,0,0,0,165.4,0,0,0,0,1.6956156087,2.9444389792,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,10,"N","No","yyyy","N","no","Nooo","nn","Nooo","N",22,33,99,3,4,22,42,46,9,31,12,3,5.9,0,0,23,0,277.65,0,0,945,0,1.7749523509,3.4339872045,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,5,"N","Yes","yyyy","N","no","Nooo","nn","Yesss","N",22,33,44,3,4,22,41,47,6,90,19,3,6.7,0,20.2,31.25,0,251.35,0,825.15,1240,0,1.9021075264,4.4998096703,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,5,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,11,31,24,3,14,0,4,7.2,0,0,0,0,231.75,0,0,0,0,1.974081026,2.6390573296,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,5,"N","No","yyyy","N","no","Yesss","nn","Yesss","y",66,33,99,3,12,33,62,63,43,341,30,1,14.6,0,0,14.25,0,912.4,0,0,845,0,2.6810215287,5.8318824773,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"Y","No","yyyy","Y","no","Yesss","yy","Yesss","y",66,77,99,3,16,11,12,23,2,24,0,8,3.2,41,0,15.75,35.4,35.5,502,0,210,373,1.1631508098,3.1780538303,404,404,"CollegeDegree","CD","CD",404
8,4,10,"Y","No","yyyy","N","no","Nooo","nn","Nooo","y",66,77,99,3,12,22,45,49,27,81,7,4,13.85,50.5,0,21,0,583.1,2284.25,0,935,0,2.6282852326,4.3944491547,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"N","No","yyyy","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,11,47,34,4,63,13,4,18.95,0,0,30.5,0,880.75,0,0,1395,0,2.9418039315,4.1431347264,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,5,"Y","No","yyyy","N","yes","Nooo","nn","Nooo","y",66,77,44,3,12,22,23,22,1,27,4,5,7.9,23,0,15.75,0,210.85,515.8,0,345,0,2.0668627595,3.295836866,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,10,"Y","Yes","yyyy","Y","yes","Yesss","yy","Yesss","y",66,77,99,88,16,33,39,34,4,20,3,1,9.55,21.25,59.2,10,79.2,375.4,872.5,2361.9,385,2973,2.2565411545,2.9957322736,505,505,"PostUndergraduateDegree","PUD","PUD",505
3,4,5,"N","No","yyyy","N","no","Yesss","nn","Nooo","y",66,77,44,3,12,22,19,26,2,48,0,2,7.55,0,0,6.5,0,156.15,0,0,105,0,2.0215475633,3.8712010109,303,303,"SomeCollege","SC","SC",303
3,4,5,"N","No","nnnn","N","no","Nooo","nn","Nooo","y",22,77,99,3,12,11,13,54,12,121,23,1,7.3,0,0,0,0,102.4,0,0,0,0,1.9878743482,4.7957905456,404,404,"CollegeDegree","CD","CD",404
3,4,5,"Y","Yes","nnnn","N","yes","Nooo","yy","Nooo","y",66,77,99,88,16,22,5,33,6,39,4,3,2.1,19.5,27.45,0,0,5.2,81.15,103.45,0,0,0.7419373447,3.6635616461,303,303,"SomeCollege","SC","SC",303
3,4,5,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,33,44,88,4,22,11,19,0,21,0,1,3.6,0,0,0,0,35.4,0,0,0,0,1.2809338455,3.0445224377,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,5,"Y","Yes","nnnn","N","no","Nooo","yy","Nooo","N",22,33,44,88,4,33,4,32,2,53,5,1,7,11,26.25,0,0,29.2,56.45,90.75,0,0,1.9459101491,3.9702919136,404,404,"CollegeDegree","CD","CD",404
3,4,5,"N","Yes","nnnn","N","yes","Yesss","nn","Yesss","N",66,33,44,3,8,33,17,42,8,58,23,1,5.05,0,28.65,0,0,85.05,0,523.05,0,0,1.6193882433,4.0604430105,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,5,"N","No","nnnn","N","no","Nooo","nn","Nooo","N",22,77,44,3,4,22,7,27,3,39,2,1,3.55,0,0,0,0,19.7,0,0,0,0,1.2669476035,3.6635616461,303,303,"SomeCollege","SC","SC",303
3,4,5,"Y","No","yyyy","N","no","Nooo","nn","Nooo","y",66,77,99,3,12,11,19,65,3,108,33,3,5.95,21.5,0,11.25,0,117.55,423.6,0,190,0,1.7833912196,4.6821312271,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
8,4,5,"N","No","yyyy","N","yes","Nooo","nn","Nooo","N",22,33,44,88,8,22,32,34,0,38,10,4,7.35,0,0,19.25,0,217.45,0,0,600,0,1.9947003132,3.6375861597,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,5,"Y","No","yyyy","N","yes","Nooo","nn","Nooo","N",22,33,99,3,8,22,53,51,31,245,0,1,18.45,28.25,0,11,0,961.75,1535.25,0,570,0,2.9150643705,5.5012582105,404,404,"CollegeDegree","CD","CD",404
3,4,10,"Y","No","yyyy","N","no","Yesss","nn","Nooo","y",66,77,99,3,12,11,51,38,19,51,18,1,11.7,26,0,23.25,0,577.1,1267.2,0,1195,0,2.4595888418,3.9318256327,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,10,"N","No","yyyy","N","no","Nooo","nn","Nooo","N",22,33,44,3,4,11,35,34,7,78,10,1,13.9,0,0,4.5,0,556.2,0,0,135,0,2.6318888401,4.3567088267,404,404,"CollegeDegree","CD","CD",404
8,4,5,"Y","Yes","yyyy","Y","no","Yesss","yy","Nooo","y",66,77,99,88,16,11,3,31,4,23,4,5,2.8,16.5,36,37.75,21.7,8.2,74.45,44.4,70,47.9,1.0296194172,3.1354942159,404,404,"CollegeDegree","CD","CD",404
3,4,5,"N","Yes","nnnn","N","no","Nooo","nn","Yesss","N",22,33,44,3,4,11,22,48,7,88,12,1,4.5,0,31.85,0,0,92.65,0,646.05,0,0,1.5040773968,4.4773368145,404,404,"CollegeDegree","CD","CD",404
8,4,10,"N","No","nnnn","N","yes","Nooo","nn","Nooo","y",22,77,99,88,12,33,17,21,0,25,1,3,6.1,0,0,0,0,89.6,0,0,0,0,1.8082887712,3.2188758249,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"Y","No","yyyy","N","yes","Nooo","nn","Nooo","N",22,33,44,3,8,22,68,39,20,73,16,1,44.95,15.75,0,20,0,3002.2,1089.05,0,1295,0,3.8055507609,4.2904594411,202,202,"HighSchoolDegree","HSD","HSD",202
8,4,10,"Y","No","yyyy","N","no","Nooo","nn","Nooo","y",22,33,99,3,12,22,27,41,7,62,15,2,13.7,16.25,0,6.75,0,371.35,450,0,165,0,2.6173958328,4.127134385,404,404,"CollegeDegree","CD","CD",404
8,4,10,"Y","No","yyyy","Y","yes","Nooo","nn","Nooo","y",66,77,99,3,12,33,68,52,8,456,30,4,22.25,27.5,0,26.75,29.75,1549.95,1782.1,0,1885,2096.55,3.1023420086,6.1224928095,303,303,"SomeCollege","SC","SC",303
8,4,5,"N","No","nnnn","N","no","Nooo","nn","Nooo","y",66,77,99,3,12,33,56,42,10,24,5,2,33.65,0,0,0,0,1871.2,0,0,0,0,3.5160130561,3.1780538303,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"N","Yes","yyyy","N","no","Nooo","nn","Yesss","N",22,33,44,88,4,33,11,32,8,23,0,1,6.2,0,28.4,7.25,0,82.6,0,242.9,95,0,1.8245492921,3.1354942159,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"N","No","yyyy","N","no","Nooo","nn","Nooo","y",22,77,44,3,4,33,5,47,7,46,6,1,2.95,0,0,7.25,0,21.55,0,0,35,0,1.0818051704,3.8286413965,101,101,"DidnotCompleteHighSchool","DCHS","DCHS",101
3,4,10,"Y","Yes","nnnn","Y","no","Nooo","nn","Nooo","y",66,77,99,88,12,33,16,50,5,263,29,3,3.75,17,31.95,0,21.9,59.75,253.35,463.25,0,309.05,1.32175584,5.5721540322,202,202,"HighSchoolDegree","HSD","HSD",202
3,4,10,"N","Yes","yyyy","N","yes","Yesss","nn","Nooo","N",22,33,44,3,8,22,59,30,2,34,2,1,16.7,0,32.25,11.75,0,1020.35,0,1939.15,680,0,2.8154087194,3.5263605246,404,404,"CollegeDegree","CD","CD",404
