"row ID","Default","Loan","Mortgage","Value","YOJ","Derogatories","Delinquencies","CLAGE","Inquiries","CLNO","DEBTINC","BIN_Reason","BIN_Job"
"R3031","0",16500,126872.0,167611.0,5.0,0,0,136.12243475,1,21,26.4045284073,"DebtCon","Office"
"R3037","0",16500,8795.0,164000.0,23.0,0,0,76.0666666667,2,21,33.779915348719925,"HomeImp","Mgr"
"R3041","0",16500,94920.0,118156.0,9.0,0,0,295.285523478,2,18,32.1716319314,"DebtCon","Other"
"R3045","0",16600,9626.0,96887.0,14.0,0,0,263.766246651,0,23,28.6747019825,"HomeImp","Other"
"R3050","0",16600,97749.0,164103.0,8.922268135904508,1,0,263.846777404,1,23,37.3868542863,"DebtCon","Other"
"R3052","0",16600,55912.0,81552.0,6.0,0,0,106.512931717,0,7,36.7637526717,"DebtCon","Other"
"R3057","0",16600,73760.81719955898,56631.0,2.0,0,0,98.7602232326,1,8,39.7995274008,"DebtCon","Office"
"R3059","0",16600,74681.0,95471.0,6.0,0,0,187.65351043,4,19,40.4537531549,"DebtCon","Other"
"R3061","0",16600,73760.81719955898,43880.0,8.922268135904508,0,0,351.725502995,1,15,31.5342889172,"DebtCon","Other"
"R3062","0",16600,69644.0,100411.0,0.0,0,0,149.095227042,4,19,29.7257468222,"DebtCon","Office"
"R3065","0",16700,64862.0,107919.0,10.0,0,0,260.158547787,0,11,36.8243390332,"HomeImp","ProfExe"
"R3066","0",16700,62933.0,95498.0,0.0,0,1,161.660994251,0,25,24.2625680198,"DebtCon","Office"
"R3067","0",16700,73760.81719955898,29387.0,13.0,0,0,80.8205914567,2,8,33.3644913368,"DebtCon","Other"
"R3069","0",16700,86076.0,130341.0,12.0,0,0,295.95433961,0,18,28.4479924053,"DebtCon","ProfExe"
"R3070","0",16700,31135.0,60478.0,14.0,0,0,105.133271057,0,18,39.1229968041,"DebtCon","Other"
"R3071","0",16700,43794.0,61446.0,6.0,0,0,96.4547059065,1,9,28.4529808586,"DebtCon","Other"
"R3072","0",16700,54079.0,112463.0,1.0,0,3,134.925713756,1,23,37.0339543872,"HomeImp","Office"
"R3075","0",16700,59207.0,83146.0,2.0,0,0,309.49638798,3,15,43.4880664104,"DebtCon","Other"
"R3082","0",16700,5106.0,93277.0,14.0,0,0,269.962688732,0,23,29.8759280666,"HomeImp","Other"
"R3093","1",16800,16204.0,27781.0,1.0,10,0,190.577096819,0,9,27.146885648,"HomeImp","Other"
"R3096","0",16800,81820.0,100366.0,6.0,0,1,335.300327298,1,41,36.2116268119,"DebtCon","ProfExe"
"R3097","1",16800,87300.0,155500.0,3.0,0,0,1154.63333333,0,0,33.779915348719925,"DebtCon","Other"
"R3098","1",16800,50445.0,71711.0,5.0,0,0,71.2307616887,5,18,40.582913478,"DebtCon","Other"
"R3099","0",16800,73280.0,103067.0,1.0,0,0,140.362134008,0,17,34.0022953733,"DebtCon","Other"
"R3101","0",16800,46312.0,67166.0,27.0,0,0,241.508383888,0,14,26.2207174317,"HomeImp","Other"
"R3105","0",16800,144756.0,183810.0,11.0,0,0,243.542254944,0,20,26.7339828351,"DebtCon","Mgr"
"R3106","0",16800,94851.0,119053.0,2.0,0,1,270.998611102,1,34,27.0092392885,"DebtCon","Office"
"R3108","0",16900,131002.0,166859.0,4.0,0,0,135.85642316,0,20,28.1518852811,"DebtCon","Office"
"R3110","0",16900,30856.0,56961.0,11.0,0,0,116.81770737,1,10,20.3445821678,"HomeImp","Other"
"R3111","0",16900,71672.0,96677.0,1.0,0,0,153.791694816,0,30,35.3278361683,"DebtCon","Other"
"R3117","0",16900,68940.0,88264.0,0.0,0,0,166.106281475,0,25,24.9553114184,"DebtCon","Office"
"R3119","0",16900,116357.0,209364.0,4.0,0,0,221.128554834,0,16,27.9002639042,"DebtCon","Other"
"R3120","0",16900,53252.0,89720.0,29.0,0,0,204.587933878,0,22,33.0161531185,"DebtCon","Office"
"R3123","0",16900,61847.0,91671.0,9.0,0,0,202.053435585,0,20,21.3482545122,"DebtCon","ProfExe"
"R3125","0",16900,17988.0,137328.0,9.0,0,0,360.146960161,0,10,41.9020541916,"DebtCon","Other"
"R3126","0",16900,102108.0,117650.0,9.0,0,0,279.112584665,1,19,29.6451772934,"DebtCon","Other"
"R3127","0",17000,73644.0,107086.0,0.0,0,0,280.453343635,2,20,37.7719578479,"DebtCon","ProfExe"
"R3129","0",17000,10866.0,171952.0,24.0,0,0,79.9919754966,2,21,29.8469587368,"HomeImp","Mgr"
"R3130","1",17000,73760.81719955898,101776.04874145007,1.0,0,0,111.235011808,0,21,31.3628723847,"HomeImp","Other"
"R3132","1",17000,54218.0,75000.0,5.0,1,0,177.5,6,35,33.779915348719925,"DebtCon","Mgr"
"R3137","0",17000,31772.0,60289.0,6.0,0,0,189.236983651,0,13,31.1257465323,"HomeImp","ProfExe"
"R3140","0",17000,66894.0,75360.0,8.0,0,0,179.76627518658208,1,21,25.2600986834,"DebtCon","Other"
"R3145","0",17000,6778.0,60065.0,0.0,0,0,326.518414431,0,5,38.836601841,"DebtCon","Sales"
"R3151","1",17000,52663.0,82000.0,8.922268135904508,0,0,179.76627518658208,1,21,33.779915348719925,"DebtCon","Other"
"R3152","1",17000,36420.0,54375.0,1.0,1,0,77.7,1,18,33.779915348719925,"DebtCon","Other"
"R3153","0",17000,53058.0,74000.0,17.0,1,0,204.933333333,1,21,33.779915348719925,"DebtCon","Other"
"R3154","0",17000,23200.0,85000.0,9.0,0,0,149.066666667,1,21,33.779915348719925,"DebtCon","ProfExe"
"R3155","0",17000,47000.0,112720.0,16.0,0,0,257.7,0,20,33.779915348719925,"DebtCon","ProfExe"
"R3160","1",17000,74910.0,112375.0,41.0,0,0,95.2,3,28,33.779915348719925,"DebtCon","Office"
"R3165","1",17000,56800.0,82000.0,22.0,0,5,320.6,4,28,33.779915348719925,"DebtCon","ProfExe"
"R3168","1",17000,43000.0,63500.0,8.0,0,0,46.6666666667,3,11,33.779915348719925,"DebtCon","Other"
"R3169","0",17000,118822.0,208429.0,3.0,0,0,206.737071307,0,16,25.8739908501,"DebtCon","Other"
"R3170","0",17000,96065.0,116416.0,14.0,0,0,125.67306046,2,8,34.7561858055,"DebtCon","Other"
"R3175","0",17000,82662.0,111357.0,17.0,0,0,252.305984735,4,30,37.3161199163,"DebtCon","Mgr"
"R3176","0",17000,108154.0,134103.0,1.0,0,0,279.361198802,0,46,39.6769766068,"DebtCon","Other"
"R3177","0",17000,25638.0,128433.0,10.0,0,0,367.664520605,0,9,39.1068963833,"DebtCon","Other"
"R3179","0",17100,48471.0,71546.0,5.0,0,1,254.095700701,3,32,29.818743539,"DebtCon","ProfExe"
"R3181","0",17100,73760.81719955898,96036.0,27.0,0,0,327.001791081,0,15,12.4986698009,"DebtCon","Office"
"R3182","0",17100,100082.0,119585.0,1.0,0,0,147.915809112,0,29,34.7342771612,"DebtCon","ProfExe"
"R3183","0",17100,22162.0,128989.0,11.0,0,0,367.997093499,0,9,40.6409161131,"DebtCon","Other"
"R3186","0",17100,49951.0,111291.0,1.0,0,2,151.104592473,1,23,39.4871981413,"HomeImp","Office"
"R3191","0",17100,92853.0,130864.0,6.0,0,0,244.728810874,3,41,37.4926456314,"DebtCon","Mgr"
"R3194","0",17100,73760.81719955898,60781.0,8.0,0,0,101.014061334,0,14,27.7199381428,"DebtCon","Other"
"R3195","0",17100,27842.0,74459.0,8.922268135904508,0,0,248.718780084,0,49,44.5521541519,"HomeImp","Other"
"R3196","0",17100,104652.0,169076.0,8.922268135904508,1,0,270.58121434,1,23,38.4652276929,"DebtCon","Other"
"R3197","0",17100,117337.0,131575.0,16.0,0,0,177.629432259,0,17,39.1764324592,"DebtCon","Other"
"R3198","0",17100,91502.0,113251.0,18.0,0,0,289.954400589,0,16,24.4583206056,"DebtCon","Other"
"R3202","0",17200,94937.0,133859.0,6.0,0,0,248.158875582,2,42,36.7908753273,"DebtCon","Mgr"
"R3203","0",17200,6126.0,88603.0,13.0,0,1,287.260886868,0,23,30.0987967011,"HomeImp","Other"
"R3204","0",17200,7044.0,57831.0,0.0,0,0,330.970904344,0,6,37.9433151393,"DebtCon","Sales"
"R3205","0",17200,103519.0,118074.0,0.0,0,0,102.6786125,1,21,41.4183528544,"DebtCon","Other"
"R3212","0",17200,39316.0,66978.0,4.0,0,0,99.9859759565,1,10,26.4370840549,"DebtCon","Other"
"R3214","1",17200,62108.0,101776.04874145007,21.0,0,0,174.396134537,1,21,34.538925374,"DebtCon","Office"
"R3215","0",17200,48999.0,76544.0,5.0,0,0,240.522746514,3,31,32.8417539135,"DebtCon","ProfExe"
"R3217","0",17200,85977.0,109238.0,3.0,0,0,115.557512562,1,25,38.9489187351,"HomeImp","ProfExe"
"R3218","0",17200,45900.0,68126.0,4.0,0,0,111.125951741,0,17,34.1790468842,"HomeImp","Office"
"R3221","0",17200,90567.0,118761.0,14.0,0,0,139.340170222,2,9,34.7848703806,"DebtCon","Other"
"R3228","0",17300,40280.0,66319.0,4.0,0,0,101.325576929,2,9,27.9759354471,"DebtCon","Other"
"R3230","0",17300,51185.0,65537.0,6.0,0,1,129.837941192,3,49,29.3115940645,"DebtCon","Other"
"R3231","0",17300,35070.0,63862.0,16.0,0,0,125.131569395,1,17,37.9365196491,"DebtCon","Other"
"R3237","0",17300,90768.0,116052.0,13.0,0,0,120.241426224,2,9,35.8108779495,"DebtCon","Other"
"R3244","0",17300,96138.0,124066.0,1.0,0,2,271.782323198,0,30,40.4045062257,"DebtCon","Office"
"R3246","0",17300,57358.0,71617.0,0.0,0,0,194.29333919,0,25,30.5378060596,"DebtCon","Office"
"R3247","0",17300,51107.0,64135.0,4.0,0,0,115.002194956,0,17,32.2510861225,"HomeImp","Office"
"R3248","0",17300,48132.0,78889.0,4.0,0,0,133.167685457,0,8,28.298227056,"DebtCon","Mgr"
"R3249","0",17400,73760.81719955898,48971.0,8.922268135904508,0,0,345.009918589,1,17,32.4743194664,"DebtCon","Other"
"R3252","0",17400,58941.0,88470.0,4.0,0,0,123.257054574,0,12,25.5575933366,"HomeImp","ProfExe"
"R3261","0",17400,44479.0,78121.0,1.0,0,0,117.323588802,0,9,27.1339894351,"DebtCon","Mgr"
"R3263","1",17400,96590.0,112115.0,0.0,6,0,178.659589408,2,46,41.1178874858,"DebtCon","Other"
"R3264","0",17400,113890.0,135146.0,16.0,0,0,174.101459583,1,17,37.6335490996,"DebtCon","Other"
"R3267","0",17400,123579.0,168243.0,4.0,0,0,146.352080796,0,20,26.6035115048,"DebtCon","Office"
"R3284","0",17500,100642.0,138550.0,3.0,0,0,115.075947606,3,16,32.1763802631,"DebtCon","Office"
"R3286","1",17500,56647.0,78000.0,11.0,3,2,92.3,7,29,33.779915348719925,"DebtCon","ProfExe"
"R3288","0",17500,46636.0,72908.0,7.0,0,0,110.230907192,3,15,41.5122920864,"DebtCon","Other"
"R3291","0",17500,61524.0,87188.0,3.0,0,0,115.808660848,1,13,25.4015700018,"HomeImp","ProfExe"
"R3292","1",17500,91000.0,116000.0,0.5,0,0,188.733333333,3,26,33.779915348719925,"DebtCon","ProfExe"
"R3294","0",17500,103562.0,130613.0,1.0,0,0,288.008478273,0,47,39.3583575323,"DebtCon","Other"
"R3296","0",17500,23288.0,94904.0,8.0,0,0,145.120736767,0,20,29.6753822171,"DebtCon","ProfExe"
"R3299","0",17600,73760.81719955898,96188.0,8.922268135904508,0,0,181.295046471,0,9,30.8793172943,"DebtCon","Other"
"R3305","1",17600,76043.0,95605.0,3.0,2,1,85.0433349297,6,30,47.840295122,"DebtCon","Other"
"R3308","0",17600,29201.0,41396.0,19.0,0,0,89.2025273496,1,16,23.93494584,"DebtCon","Mgr"
"R3309","0",17600,67285.0,90816.0,1.0,1,2,104.592866879,2,25,35.592253541,"DebtCon","Other"
"R3311","0",17600,59347.0,68667.0,0.0,0,0,185.27496096,0,25,30.0523239478,"DebtCon","Office"
"R3315","0",17600,71366.0,87862.0,5.0,0,0,116.796685095,0,20,23.4001371175,"DebtCon","Office"
"R3318","0",17600,73760.81719955898,66000.0,7.0,0,0,111.78570044,0,14,27.0908947218,"DebtCon","Other"
"R3320","0",17600,61093.0,97551.0,0.0,0,0,75.0608294263,0,22,35.5629932023,"DebtCon","Office"
"R3321","0",17700,10847.0,94611.0,14.0,0,1,271.396667046,0,22,27.283395304,"HomeImp","Other"
"R3322","0",17700,17480.0,41055.0,1.0,0,0,196.131938897,0,15,37.9236595168,"DebtCon","Office"
"R3324","0",17700,111612.0,128416.0,14.0,0,0,169.73348753,0,17,39.7706284476,"DebtCon","Other"
"R3329","0",17700,73760.81719955898,56402.0,3.0,0,0,91.0457489797,2,8,38.6855062834,"DebtCon","Office"
"R3331","0",17700,71399.0,96588.0,7.0,0,0,83.5985318298,0,16,33.6265856678,"HomeImp","ProfExe"
"R3332","0",17700,98476.0,136319.0,2.0,0,0,110.735728588,3,16,32.2210248387,"DebtCon","Office"
"R3337","0",17700,56375.0,90435.0,0.0,0,0,70.2258703146,0,23,36.0232767725,"DebtCon","Office"
"R3340","0",17800,61494.0,85864.0,2.0,0,0,303.837650819,3,15,40.2463120838,"DebtCon","Other"
"R3342","0",17800,39686.0,67246.0,5.0,0,0,114.183554981,1,10,27.5758096994,"DebtCon","Other"
"R3343","0",17800,83080.0,108348.0,1.0,0,0,132.609860805,0,25,36.4590876775,"HomeImp","ProfExe"
"R3347","0",17800,60611.0,89943.0,29.0,0,0,208.46653704,0,21,30.8132405875,"DebtCon","Office"
"R3349","0",17800,68889.0,85642.0,0.0,2,2,105.767960878,2,25,34.629922009,"DebtCon","Other"
"R3356","0",17800,36902.0,57622.0,9.0,0,0,121.879702652,0,10,19.1421165679,"HomeImp","Other"
"R3357","0",17800,54003.0,116434.0,18.0,0,0,268.715303963,0,19,24.2519717646,"DebtCon","ProfExe"
"R3358","0",17800,69306.0,94504.0,7.0,0,0,85.850829978,0,15,32.2942169021,"HomeImp","ProfExe"
"R3361","1",17900,70046.0,135917.0,1.0,1,2,138.01100827,0,16,38.2892022951,"DebtCon","Self"
"R3364","0",17900,72501.0,94488.0,1.0,0,0,162.389561917,3,19,29.9611890136,"DebtCon","Office"
"R3369","0",17900,70444.0,95860.0,7.0,0,0,95.6842547658,0,11,38.1428227394,"HomeImp","Office"
"R3373","1",17900,51080.0,92051.0,10.0,0,0,117.089785365,0,31,42.3732329993,"HomeImp","Mgr"
"R3375","0",17900,110332.0,130756.0,2.0,0,1,288.65558416,1,47,41.9463751984,"DebtCon","Other"
"R3376","0",17900,68779.0,98623.0,1.0,0,0,83.8616412429,0,17,26.4056666448,"DebtCon","Mgr"
"R3378","0",18000,68000.0,98898.0,10.0,0,0,206.966666667,2,13,33.779915348719925,"DebtCon","Office"
"R3379","0",18000,49255.0,61752.0,8.0,0,0,122.061967185,3,49,30.0337223816,"DebtCon","Other"
"R3382","0",18000,63508.0,94991.0,1.0,0,0,155.884724289,0,25,23.58566428,"DebtCon","Office"
"R3385","0",18000,72152.0,102671.0,7.0,0,0,84.6393482052,0,16,32.8868752247,"HomeImp","ProfExe"
"R3387","0",18000,84824.0,115146.0,21.0,0,0,293.980435793,0,16,27.0975234736,"DebtCon","Other"
"R3391","0",18000,23000.0,46000.0,0.2,0,0,312.533333333,1,25,33.779915348719925,"DebtCon","Other"
"R3392","0",18000,7051.0,66200.0,8.922268135904508,0,0,250.566666667,0,22,33.779915348719925,"DebtCon","Office"
"R3398","0",18000,56000.0,78000.0,4.0,0,0,108.533333333,0,16,33.779915348719925,"DebtCon","Other"
"R3399","1",18000,62000.0,160800.0,15.0,0,0,129.833333333,1,11,33.779915348719925,"HomeImp","ProfExe"
"R3402","1",18000,99401.0,140000.0,8.9,2,0,150.1,3,20,33.779915348719925,"DebtCon","Other"
"R3403","1",18000,39005.0,60000.0,10.0,2,0,112.633333333,5,5,33.779915348719925,"DebtCon","Other"
"R3406","0",18000,55169.0,114786.0,2.0,0,2,120.154106254,0,24,37.5477328561,"HomeImp","Office"
"R3408","1",18000,48724.0,72654.0,7.0,0,0,62.0886059578,0,4,31.5702989212,"DebtCon","Other"
"R3409","0",18000,161413.0,196860.0,7.0,0,0,179.76627518658208,2,16,30.7781668374,"DebtCon","Other"
"R3410","0",18000,90275.0,135792.0,13.0,0,0,178.66176401,1,26,33.3369607925,"DebtCon","Mgr"
"R3411","0",18000,74162.0,89823.0,0.0,2,1,121.761465835,1,26,34.0252075071,"DebtCon","Other"
"R3415","0",18000,41814.0,62845.0,27.0,0,0,244.881859921,0,14,23.5370452277,"HomeImp","Other"
"R3416","0",18000,73760.81719955898,97026.0,8.922268135904508,0,0,182.597815729,1,9,30.6755103668,"DebtCon","Other"
"R3417","0",18000,107546.0,176314.0,6.0,0,0,218.019386133,3,23,40.1521436601,"DebtCon","Office"
"R3421","0",18100,46145.0,72200.0,11.0,0,0,178.192077656,0,42,40.5740224821,"DebtCon","ProfExe"
"R3424","0",18100,71814.0,89941.0,10.0,0,0,83.1678107854,3,11,32.2854054936,"DebtCon","Other"
"R3429","0",18100,22203.0,138057.0,8.0,0,0,356.90906747,1,10,40.8743820772,"DebtCon","Other"
"R3430","0",18100,73356.0,86885.0,10.0,0,0,73.7467105329,3,12,31.5710188885,"DebtCon","Other"
"R3439","1",18200,67809.0,89339.0,0.0,3,0,102.460986218,2,19,38.3453407814,"DebtCon","Sales"
"R3445","0",18200,4447.0,21510.0,8.922268135904508,0,0,67.0,2,19,33.779915348719925,"DebtCon","Other"
"R3450","0",18200,4927.0,30198.0,8.922268135904508,0,0,89.5998386682,1,19,41.2305268789,"DebtCon","Other"
"R3452","0",18200,120966.0,208782.0,4.0,0,0,202.534333381,0,17,27.4366460427,"DebtCon","Other"
"R3453","0",18200,62141.0,90434.0,0.0,0,0,69.4107766487,0,22,35.3572872447,"DebtCon","Office"
"R3455","1",18200,95091.0,113294.0,15.0,0,3,188.504616953,0,36,78.6543860476,"DebtCon","ProfExe"
"R3457","0",18200,63852.0,93356.0,1.0,0,0,181.911769918,0,31,33.2094092465,"DebtCon","Other"
"R3458","0",18200,39109.0,62371.0,25.0,0,0,268.198260672,0,13,24.7481810348,"HomeImp","Other"
"R3461","0",18300,90337.0,103864.0,3.0,0,0,118.534586688,0,25,39.720488984,"HomeImp","ProfExe"
"R3467","0",18300,109192.0,139384.0,6.0,0,0,122.865575822,0,14,29.3975931038,"DebtCon","ProfExe"
"R3468","0",18300,90099.0,118545.0,12.0,0,0,140.515850643,3,18,38.8992316912,"DebtCon","ProfExe"
"R3469","0",18300,31427.0,60249.0,16.0,0,0,110.552277391,0,18,40.0012559903,"DebtCon","Other"
"R3470","0",18300,35975.0,60500.0,13.0,0,2,118.666666667,1,22,33.779915348719925,"DebtCon","Office"
"R3472","0",18300,73510.0,95132.0,0.0,0,0,86.6842957495,0,17,25.2440462938,"DebtCon","Mgr"
"R3475","0",18300,68517.0,97151.0,7.0,0,0,77.5218188362,0,15,32.0040560877,"HomeImp","ProfExe"
"R3477","0",18300,89455.0,124840.0,13.0,0,0,148.76466054,1,24,29.9624015017,"DebtCon","ProfExe"
"R3480","0",18400,89101.0,118748.0,7.0,0,0,153.849763032,2,21,21.7628269597,"DebtCon","ProfExe"
"R3482","1",18400,88352.0,110216.0,1.0,0,0,376.723642815,3,31,47.8306711333,"HomeImp","Other"
"R3483","0",18400,94280.0,122172.0,23.0,0,0,280.04883361,2,16,33.3635286576,"DebtCon","Office"
"R3484","0",18400,63569.0,95729.0,23.0,0,0,237.2759487,0,23,38.4153670201,"HomeImp","ProfExe"
"R3485","0",18400,61049.0,96397.0,2.0,0,0,80.1557571719,0,23,35.425579192,"DebtCon","Office"
"R3487","1",18400,72718.0,98065.0,8.0,0,0,119.057817129,0,19,35.3641284331,"DebtCon","Other"
"R3488","1",18400,116228.0,148722.0,1.0,0,0,159.169234663,2,25,38.0797618216,"DebtCon","Other"
"R3490","0",18400,94952.0,129177.0,12.0,0,0,140.480703514,1,24,29.9675058461,"DebtCon","ProfExe"
"R3491","0",18400,83548.0,111626.0,9.0,0,0,163.85439342,3,17,37.0781177872,"DebtCon","ProfExe"
"R3492","0",18400,16756.0,66340.0,8.922268135904508,0,0,239.844852633,0,21,38.6626294023,"DebtCon","Office"
"R3494","0",18400,41730.0,59750.0,6.0,1,0,109.961406492,1,10,27.9118454429,"DebtCon","Other"
"R3495","0",18400,48970.0,69559.0,20.0,0,0,178.015833007,0,23,39.7079880668,"DebtCon","ProfExe"
"R3498","0",18400,62300.0,95869.0,2.0,0,0,172.759123433,1,31,35.1894472737,"DebtCon","Other"
"R3502","0",18500,26389.0,85552.0,7.0,0,0,152.040658849,1,21,27.3562080772,"DebtCon","ProfExe"
"R3504","0",18500,102472.0,115719.0,0.0,0,0,120.090264564,0,30,34.2434409634,"DebtCon","ProfExe"
"R3509","0",18500,23618.0,37539.0,1.0,0,0,199.7237771,0,15,36.9827291983,"DebtCon","Office"
"R3513","0",18500,71000.0,95000.0,6.0,0,0,71.0,7,24,33.779915348719925,"DebtCon","Mgr"
"R3516","0",18500,38145.0,59415.0,25.0,0,0,241.897357366,0,14,23.8707922591,"HomeImp","Other"
"R3518","0",18600,72860.0,90347.0,0.0,1,1,104.040466867,2,26,36.0259252783,"DebtCon","Other"
"R3521","0",18600,47199.0,70134.0,8.0,0,0,86.5588601412,3,15,43.5079385454,"DebtCon","Other"
"R3522","1",18600,23850.0,61808.0,12.0,0,0,46.9461640522,0,8,40.8529275031,"HomeImp","Other"
"R3529","0",18600,100144.0,153751.0,4.0,0,0,93.6621704889,0,16,34.8927336183,"HomeImp","ProfExe"
"R3531","0",18600,38674.0,63641.0,23.0,0,0,245.049371974,0,13,25.1809898421,"HomeImp","Other"
"R3534","0",18600,119741.0,212530.0,4.0,1,0,202.288577632,0,17,27.0737611597,"DebtCon","Other"
"R3535","0",18600,48711.0,69611.0,2.0,0,0,130.253133659,0,17,33.6911880186,"HomeImp","Office"
"R3536","1",18600,64248.0,82690.0,0.0,1,0,89.1890054693,0,23,53.8482198871,"DebtCon","Mgr"
"R3537","0",18600,49385.0,70220.0,6.0,0,0,229.474918999,2,32,30.7313965293,"DebtCon","ProfExe"
"R3538","0",18600,57300.0,8000.0,6.0,0,0,68.0,1,17,33.779915348719925,"DebtCon","Other"
"R3545","1",18600,51936.0,75278.0,3.0,0,0,199.801754236,0,21,36.9956458423,"DebtCon","ProfExe"
"R3547","0",18700,37883.0,64763.0,25.0,0,0,236.996836532,0,13,23.6212030747,"HomeImp","Other"
"R3549","0",18700,65458.0,84639.0,0.0,1,2,97.1465440291,2,25,33.6906879027,"DebtCon","Other"
"R3551","0",18700,69954.0,104510.0,10.0,0,0,211.243311215,2,13,33.5498587655,"DebtCon","Office"
"R3553","0",18700,47903.0,63933.0,3.0,0,0,120.418041936,1,17,32.9775966531,"HomeImp","Office"
"R3560","0",18700,93210.0,109980.0,7.0,0,0,145.485926512,2,20,22.4962355192,"DebtCon","ProfExe"
"R3561","1",18700,70562.0,91223.0,27.0,0,2,112.710368063,4,35,64.2724768978,"DebtCon","Other"
"R3564","1",18700,66003.0,82410.0,0.0,1,0,85.7738075695,1,23,51.5173853017,"DebtCon","Mgr"
"R3565","0",18700,45365.0,71853.0,7.0,0,0,98.4564844363,3,15,41.388747587,"DebtCon","Other"
"R3570","0",18800,110098.0,120662.0,0.0,0,0,122.169821056,1,21,39.3223154079,"DebtCon","Other"
"R3571","0",18800,77025.0,103322.0,8.0,0,0,87.1337220985,0,15,33.4058968385,"HomeImp","ProfExe"
"R3572","0",18800,70102.0,99841.0,10.0,0,0,68.1685728721,0,16,32.8537943619,"HomeImp","ProfExe"
"R3574","0",18800,166737.0,199303.0,9.0,0,0,270.882687533,1,38,25.5321287872,"DebtCon","ProfExe"
"R3575","1",18800,73396.0,137076.0,18.0,0,1,163.592045174,4,20,40.3753724118,"DebtCon","Office"
"R3579","0",18800,66562.0,90325.0,0.0,1,1,112.903262188,2,25,33.1622714812,"DebtCon","Other"
"R3581","0",18800,102120.0,165302.0,8.922268135904508,0,0,274.112926091,1,24,40.1050298423,"DebtCon","Other"
"R3582","0",18800,91731.0,125902.0,24.0,0,0,276.7274249,2,16,32.2943040052,"DebtCon","Office"
"R3583","0",18800,22782.0,60590.0,8.0,0,0,198.876395481,0,13,30.3299299875,"HomeImp","ProfExe"
"R3584","0",18800,88828.0,116683.0,6.0,0,0,141.841397981,1,20,21.6792783393,"DebtCon","ProfExe"
"R3588","0",18900,83474.0,104133.0,4.0,0,0,109.988784903,1,24,38.8640195387,"HomeImp","ProfExe"
"R3590","0",18900,91784.0,117626.0,21.0,0,0,280.123472805,0,16,25.6730218601,"DebtCon","Other"
"R3591","0",18900,87657.0,117577.0,9.0,0,0,142.46649495,2,19,39.9661816496,"DebtCon","ProfExe"
"R3592","0",18900,154563.0,198790.0,7.0,0,0,179.76627518658208,1,15,29.4726144604,"DebtCon","Other"
"R3594","0",18900,39727.0,68477.0,11.0,0,2,134.279842273,0,22,40.4211997096,"DebtCon","Office"
"R3595","1",18900,17800.0,40798.0,6.0,2,0,167.466666667,2,16,33.779915348719925,"DebtCon","Office"
"R3598","0",18900,55238.0,112776.0,16.0,0,0,251.549392363,0,19,25.7694999006,"DebtCon","ProfExe"
"R3599","0",18900,123206.0,205608.0,4.0,0,0,201.302371757,0,17,27.5275020211,"DebtCon","Other"
"R3602","0",18900,44605.0,65489.0,15.0,0,0,189.008455857,0,23,38.5710832697,"DebtCon","ProfExe"
"R3603","0",18900,69325.0,102438.0,8.922268135904508,2,1,222.652274911,2,13,43.5240977955,"DebtCon","Other"
"R3605","0",18900,101289.0,127485.0,0.0,0,0,319.250815914,0,19,42.7232322063,"HomeImp","Mgr"
"R3606","0",18900,52640.0,113391.0,16.0,0,0,257.523796616,0,19,27.7923237047,"DebtCon","ProfExe"
"R3610","0",19000,52157.0,157459.0,19.0,0,0,248.723533157,0,28,21.92019846,"DebtCon","ProfExe"
"R3611","0",19000,62356.0,92299.0,0.0,0,0,60.2941431749,0,23,34.8169595036,"DebtCon","Office"
"R3612","0",19000,7524.0,28639.0,8.922268135904508,0,0,60.3282527451,1,18,42.3584614825,"DebtCon","Other"
"R3615","0",19000,130291.0,168187.0,3.0,0,0,140.689342878,0,20,24.7881502072,"DebtCon","Office"
"R3616","0",19000,167104.0,200184.0,9.0,0,0,256.648343623,0,38,23.668678492,"DebtCon","ProfExe"
"R3620","0",19000,57429.0,86250.0,5.0,0,0,175.5,1,16,33.779915348719925,"DebtCon","Office"
"R3621","0",19000,47400.0,80000.0,12.0,0,0,95.3666666667,1,10,33.779915348719925,"DebtCon","Other"
"R3622","0",19000,43074.0,75700.0,8.922268135904508,0,0,179.76627518658208,1,21,33.779915348719925,"DebtCon","Other"
"R3625","1",19000,42000.0,64000.0,9.0,0,0,30.4666666667,3,8,33.779915348719925,"DebtCon","Mgr"
"R3627","1",19000,46300.0,72000.0,5.0,1,1,215.033333333,6,24,33.779915348719925,"DebtCon","ProfExe"
"R3628","1",19000,171106.0,200000.0,9.8,3,0,153.166666667,0,26,33.779915348719925,"DebtCon","Other"
"R3631","1",19000,105200.0,130000.0,5.0,1,0,237.433333333,1,27,33.779915348719925,"HomeImp","Self"
"R3633","1",19000,100670.0,122581.0,10.0,0,0,81.2525474157,0,27,41.8636310542,"DebtCon","Mgr"
"R3634","1",19000,24658.0,47027.0,19.0,0,0,159.105225178,4,31,53.548195849,"HomeImp","Mgr"
"R3638","0",19100,51994.0,66467.0,7.0,0,0,100.181887685,3,15,41.1550826123,"DebtCon","Other"
"R3639","0",19100,31442.0,57151.0,16.0,0,0,100.032635886,1,17,39.9070416253,"DebtCon","Other"
"R3642","0",19100,129111.0,197592.0,12.0,0,0,207.155173841,0,21,36.1417778433,"HomeImp","ProfExe"
